timestamp,tier,cpu_count,total_memory_mb,model,complexity_level,batch_size,num_iterations,repeat_index,runtime_sec,peak_memory_mb,avg_cpu_pct
2026-07-03T21:45:56.103207,large_full,4,7937.3,resnet50,1,8,125,2,73.7234,881.62,383.05
2026-07-03T21:47:09.112520,large_full,4,7937.3,resnet50,1,8,125,3,72.9697,897.57,382.77
2026-07-03T21:48:25.092209,large_full,4,7937.3,resnet50,1,8,125,4,75.9402,881.91,381.57
2026-07-03T21:51:09.903735,large_full,4,7937.3,resnet50,2,16,115,0,164.7773,1053.04,365.22
2026-07-03T21:53:52.685019,large_full,4,7937.3,resnet50,2,16,115,1,162.7339,1052.49,366.09
2026-07-03T21:56:36.625550,large_full,4,7937.3,resnet50,2,16,115,2,163.9281,1053.3,363.73
2026-07-03T21:59:14.867480,large_full,4,7937.3,resnet50,2,16,115,3,158.2175,1063.53,365.36
2026-07-03T22:02:03.958322,large_full,4,7937.3,resnet50,2,16,115,4,169.0506,1053.31,363.5
2026-07-03T22:06:51.745590,large_full,4,7937.3,resnet50,3,32,100,0,287.7663,1328.05,357.26
2026-07-03T22:11:29.091341,large_full,4,7937.3,resnet50,3,32,100,1,277.2917,1327.84,357.0
2026-07-03T22:16:15.774653,large_full,4,7937.3,resnet50,3,32,100,2,286.6775,1329.01,357.65
2026-07-03T22:20:57.329811,large_full,4,7937.3,resnet50,3,32,100,3,281.5181,1351.94,356.01
2026-07-03T22:25:51.886732,large_full,4,7937.3,resnet50,3,32,100,4,294.5508,1350.76,357.68
2026-07-03T22:32:54.197314,large_full,4,7937.3,resnet50,4,32,150,0,422.2721,1346.32,357.32
2026-07-03T22:40:08.005740,large_full,4,7937.3,resnet50,4,32,150,1,433.7641,1353.07,357.25
2026-07-03T22:47:12.232937,large_full,4,7937.3,resnet50,4,32,150,2,424.2005,1329.2,357.92
2026-07-03T22:54:10.459312,large_full,4,7937.3,resnet50,4,32,150,3,418.2074,1329.17,357.46
2026-07-03T23:01:36.035452,large_full,4,7937.3,resnet50,4,32,150,4,445.5284,1345.38,356.94
2026-07-03T23:16:19.582402,large_full,4,7937.3,resnet50,5,64,135,0,883.5004,1682.09,345.3
2026-07-03T23:31:07.717024,large_full,4,7937.3,resnet50,5,64,135,1,888.1176,1682.77,345.57
2026-07-03T23:46:00.030324,large_full,4,7937.3,resnet50,5,64,135,2,892.2768,1721.46,345.53
2026-07-04T00:00:40.918456,large_full,4,7937.3,resnet50,5,64,135,3,880.8672,1724.56,344.34
2026-07-04T00:15:12.022864,large_full,4,7937.3,resnet50,5,64,135,4,871.071,1683.1,344.12
2026-07-04T00:16:33.607444,large_full,4,7937.3,mobilenet,1,16,235,0,81.5639,1242.21,372.26
2026-07-04T00:17:54.972876,large_full,4,7937.3,mobilenet,1,16,235,1,81.3183,1242.28,371.42
2026-07-04T00:19:21.507518,large_full,4,7937.3,mobilenet,1,16,235,2,86.5312,1242.16,368.9
2026-07-04T00:20:44.022084,large_full,4,7937.3,mobilenet,1,16,235,3,82.4854,1242.25,369.09
2026-07-04T00:22:04.748463,large_full,4,7937.3,mobilenet,1,16,235,4,80.7141,1242.18,371.18
2026-07-04T00:25:13.029242,large_full,4,7937.3,mobilenet,2,32,210,0,188.2332,1481.2,361.38
2026-07-04T00:28:23.997059,large_full,4,7937.3,mobilenet,2,32,210,1,190.9539,1499.54,361.89
2026-07-04T00:31:39.236639,large_full,4,7937.3,mobilenet,2,32,210,2,195.2176,1499.53,360.23
2026-07-04T00:34:51.128597,large_full,4,7937.3,mobilenet,2,32,210,3,191.8564,1499.54,361.18
2026-07-04T00:38:03.833001,large_full,4,7937.3,mobilenet,2,32,210,4,192.6881,1499.61,361.05
2026-07-04T00:44:32.253516,large_full,4,7937.3,mobilenet,3,64,190,0,388.3779,1925.66,350.46
2026-07-04T00:51:02.059015,large_full,4,7937.3,mobilenet,3,64,190,1,389.762,1925.39,349.94
2026-07-04T00:57:21.088064,large_full,4,7937.3,mobilenet,3,64,190,2,379.0119,1925.56,351.07
2026-07-04T01:04:01.924768,large_full,4,7937.3,mobilenet,3,64,190,3,400.8005,1925.65,350.36
2026-07-04T01:10:26.222043,large_full,4,7937.3,mobilenet,3,64,190,4,384.2606,1925.69,350.77
2026-07-04T01:20:14.613331,large_full,4,7937.3,mobilenet,4,64,285,0,588.3798,1952.77,349.7
2026-07-04T01:29:56.071908,large_full,4,7937.3,mobilenet,4,64,285,1,581.408,1925.71,350.93
2026-07-04T01:39:47.799460,large_full,4,7937.3,mobilenet,4,64,285,2,591.7025,1925.58,350.1
2026-07-04T01:49:34.905308,large_full,4,7937.3,mobilenet,4,64,285,3,587.0798,1925.73,349.59
2026-07-04T01:59:18.022234,large_full,4,7937.3,mobilenet,4,64,285,4,583.0875,1925.4,350.79
2026-07-04T02:18:15.864335,large_full,4,7937.3,mobilenet,5,128,255,0,1137.7956,2748.15,343.57
2026-07-04T02:37:40.004647,large_full,4,7937.3,mobilenet,5,128,255,1,1164.1057,2674.41,342.89
2026-07-04T02:56:52.654515,large_full,4,7937.3,mobilenet,5,128,255,2,1152.5869,2675.56,342.83
2026-07-04T03:16:26.040587,large_full,4,7937.3,mobilenet,5,128,255,3,1173.3537,2682.19,342.32
2026-07-04T03:36:06.142419,large_full,4,7937.3,mobilenet,5,128,255,4,1180.0862,2675.6,340.68
2026-07-04T04:16:19.466157,large_full,4,7937.3,distilbert,1,8,973,0,99.3568,611.35,387.55
2026-07-04T04:17:53.768724,large_full,4,7937.3,distilbert,1,8,973,1,94.263,611.63,391.55
2026-07-04T04:19:21.058117,large_full,4,7937.3,distilbert,1,8,973,2,87.2547,610.82,394.86
2026-07-04T04:20:52.962610,large_full,4,7937.3,distilbert,1,8,973,3,91.8831,612.43,392.17
2026-07-04T04:22:19.188970,large_full,4,7937.3,distilbert,1,8,973,4,86.1967,611.63,395.3
2026-07-04T04:24:05.567470,large_full,4,7937.3,distilbert,2,16,631,0,106.3739,623.69,391.69
2026-07-04T04:25:56.371732,large_full,4,7937.3,distilbert,2,16,631,1,110.7706,622.97,390.73
2026-07-04T04:27:44.155415,large_full,4,7937.3,distilbert,2,16,631,2,107.7409,622.38,396.33
2026-07-04T04:29:33.045223,large_full,4,7937.3,distilbert,2,16,631,3,108.8678,621.11,392.47
2026-07-04T04:31:26.904793,large_full,4,7937.3,distilbert,2,16,631,4,113.8558,624.29,390.27
2026-07-04T04:33:31.637924,large_full,4,7937.3,distilbert,3,32,390,0,124.7154,639.91,384.22
2026-07-04T04:35:38.762361,large_full,4,7937.3,distilbert,3,32,390,1,127.087,646.74,383.77
2026-07-04T04:37:43.967135,large_full,4,7937.3,distilbert,3,32,390,2,125.1959,648.04,385.43
2026-07-04T04:39:49.854885,large_full,4,7937.3,distilbert,3,32,390,3,125.8599,644.01,384.47
2026-07-04T04:41:57.729381,large_full,4,7937.3,distilbert,3,32,390,4,127.8285,643.93,382.8
2026-07-04T04:45:00.093021,large_full,4,7937.3,distilbert,4,32,566,0,182.3488,645.47,386.25
2026-07-04T04:48:04.001155,large_full,4,7937.3,distilbert,4,32,566,1,183.8544,648.19,383.21
2026-07-04T04:51:07.876911,large_full,4,7937.3,distilbert,4,32,566,2,183.8314,649.5,386.15
2026-07-04T04:53:58.215815,large_full,4,7937.3,distilbert,4,32,566,3,170.2908,649.7,384.28
2026-07-04T04:57:06.145036,large_full,4,7937.3,distilbert,4,32,566,4,187.8817,642.39,386.0
2026-07-04T05:00:37.371577,large_full,4,7937.3,distilbert,5,64,352,0,211.1745,696.1,372.07
2026-07-04T05:03:58.236652,large_full,4,7937.3,distilbert,5,64,352,1,200.8144,710.05,377.79
2026-07-04T05:07:16.253333,large_full,4,7937.3,distilbert,5,64,352,2,198.0071,690.12,376.17
2026-07-04T05:10:31.997028,large_full,4,7937.3,distilbert,5,64,352,3,195.7284,690.12,376.97
2026-07-04T05:13:55.189072,large_full,4,7937.3,distilbert,5,64,352,4,203.1526,687.62,363.88
