timestamp,tier,cpu_count,total_memory_mb,model,complexity_level,batch_size,num_iterations,repeat_index,runtime_sec,peak_memory_mb,avg_cpu_pct
2026-07-04T11:07:00.499501,medium,2,3911.8,mobilenet,3,64,25,3,107.9355,1594.7,185.31
2026-07-04T11:08:52.022144,medium,2,3911.8,mobilenet,3,64,25,4,111.4999,1592.67,185.24
2026-07-04T11:11:37.408237,medium,2,3911.8,mobilenet,4,64,37,0,165.3529,1592.83,185.15
2026-07-04T11:14:16.625549,medium,2,3911.8,mobilenet,4,64,37,1,159.2001,1597.38,185.44
2026-07-04T11:16:53.389950,medium,2,3911.8,mobilenet,4,64,37,2,156.7234,1596.9,185.44
2026-07-04T11:19:38.750210,medium,2,3911.8,mobilenet,4,64,37,3,165.3297,1592.97,184.99
2026-07-04T11:22:27.587564,medium,2,3911.8,mobilenet,4,64,37,4,168.8155,1593.48,184.54
2026-07-04T11:25:36.262039,medium,2,3911.8,mobilenet,5,48,61,0,188.656,1479.79,186.12
2026-07-04T11:28:35.677826,medium,2,3911.8,mobilenet,5,48,61,1,179.3562,1507.51,186.76
2026-07-04T11:31:37.510589,medium,2,3911.8,mobilenet,5,48,61,2,181.8017,1507.23,186.6
2026-07-04T11:34:42.637015,medium,2,3911.8,mobilenet,5,48,61,3,185.0682,1507.36,186.59
2026-07-04T11:37:48.162476,medium,2,3911.8,mobilenet,5,48,61,4,185.4821,1506.87,186.21
2026-07-04T11:39:25.932317,medium,2,3911.8,distilbert,1,8,573,0,97.7273,1149.62,194.58
2026-07-04T11:41:03.738902,medium,2,3911.8,distilbert,1,8,573,1,97.7714,1149.64,198.05
2026-07-04T11:42:44.708203,medium,2,3911.8,distilbert,1,8,573,2,100.9364,1149.65,198.31
2026-07-04T11:44:28.335811,medium,2,3911.8,distilbert,1,8,573,3,103.6169,1149.65,197.74
2026-07-04T11:46:12.291501,medium,2,3911.8,distilbert,1,8,573,4,103.9147,1149.65,198.13
2026-07-04T11:48:04.584859,medium,2,3911.8,distilbert,2,16,360,0,112.2709,1152.37,196.97
2026-07-04T11:49:54.964407,medium,2,3911.8,distilbert,2,16,360,1,110.3573,1152.38,197.12
2026-07-04T11:51:46.898938,medium,2,3911.8,distilbert,2,16,360,2,111.8947,1152.38,197.99
2026-07-04T11:53:40.023554,medium,2,3911.8,distilbert,2,16,360,3,113.0988,1152.38,196.97
2026-07-04T11:55:31.751513,medium,2,3911.8,distilbert,2,16,360,4,111.7044,1152.38,197.41
2026-07-04T11:57:53.453127,medium,2,3911.8,distilbert,3,32,219,0,141.6668,1154.19,177.19
2026-07-04T11:59:55.381667,medium,2,3911.8,distilbert,3,32,219,1,121.8716,1154.23,197.24
2026-07-04T12:01:56.482941,medium,2,3911.8,distilbert,3,32,219,2,121.0534,1154.23,196.21
2026-07-04T12:03:58.010923,medium,2,3911.8,distilbert,3,32,219,3,121.492,1154.23,196.63
2026-07-04T12:06:05.341883,medium,2,3911.8,distilbert,3,32,219,4,127.3124,1154.23,194.97
2026-07-04T12:09:08.679885,medium,2,3911.8,distilbert,4,32,328,0,183.3121,1155.61,196.5
2026-07-04T12:12:13.015236,medium,2,3911.8,distilbert,4,32,328,1,184.3252,1155.66,196.05
2026-07-04T12:15:19.456411,medium,2,3911.8,distilbert,4,32,328,2,186.4072,1155.67,196.18
2026-07-04T12:18:20.183345,medium,2,3911.8,distilbert,4,32,328,3,180.6874,1155.67,196.54
2026-07-04T12:21:25.240612,medium,2,3911.8,distilbert,4,32,328,4,185.0167,1155.67,196.42
2026-07-04T12:25:17.468505,medium,2,3911.8,distilbert,5,64,214,0,232.184,1155.67,195.19
2026-07-04T12:29:08.005371,medium,2,3911.8,distilbert,5,64,214,1,230.5089,1155.75,194.67
2026-07-04T12:33:03.272378,medium,2,3911.8,distilbert,5,64,214,2,235.2361,1155.76,194.09
2026-07-04T12:36:48.534317,medium,2,3911.8,distilbert,5,64,214,3,225.2376,1155.77,194.59
2026-07-04T12:40:33.166670,medium,2,3911.8,distilbert,5,64,214,4,224.5581,1155.78,194.08
